CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CYCLE_WIDTH,GeoJSON,geo_point_2d
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5085501, 44.2248423], [-76.5075719, 44.225141]], ""type"": ""LineString""}","44.22499165, -76.508061"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4998642, 44.2273176], [-76.5012175, 44.2270725]], ""type"": ""LineString""}","44.22719505, -76.50054085"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5015011, 44.2270257], [-76.5019616, 44.2269401], [-76.5021141, 44.226899], [-76.5022995, 44.2268423]], ""type"": ""LineString""}","44.226944168016004, -76.50190275515523"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5060532, 44.2256906], [-76.5072996, 44.2253082]], ""type"": ""LineString""}","44.225499400000004, -76.5066764"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5048205, 44.2259873], [-76.5044667, 44.2261019]], ""type"": ""LineString""}","44.226044599999994, -76.5046436"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5036479, 44.2263544], [-76.5026143, 44.2266668]], ""type"": ""LineString""}","44.2265106, -76.5031311"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5093236, 44.2246891], [-76.5098343, 44.2245337]], ""type"": ""LineString""}","44.2246114, -76.50957894999999"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5111794, 44.2241233], [-76.5119005, 44.2239029]], ""type"": ""LineString""}","44.2240131, -76.51153995"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4974283, 44.2576465], [-76.4972964, 44.2565258]], ""type"": ""LineString""}","44.25708615, -76.49736235"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4971525, 44.2556195], [-76.497084, 44.2553279], [-76.4970195, 44.2549484]], ""type"": ""LineString""}","44.25528499122537, -76.49708085130081"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.4955675, 44.2456285], [-76.4954174, 44.2446183]], ""type"": ""LineString""}","44.2451234, -76.49549245"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.4952958, 44.2438137], [-76.4952497, 44.2434925]], ""type"": ""LineString""}","44.2436531, -76.49527275"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.4950057, 44.2425112], [-76.4951432, 44.2434475]], ""type"": ""LineString""}","44.24297935, -76.49507445"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.4951432, 44.2434475], [-76.4951848, 44.2437583]], ""type"": ""LineString""}","44.2436029, -76.495164"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.4953295, 44.2447136], [-76.495441, 44.2455564]], ""type"": ""LineString""}","44.245135, -76.49538525"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4968791, 44.2549953], [-76.4969706, 44.2555715]], ""type"": ""LineString""}","44.255283399999996, -76.49692485"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4969822, 44.2556898], [-76.497071, 44.2562661]], ""type"": ""LineString""}","44.25597795, -76.4970266"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.49711, 44.2564939], [-76.4972896, 44.2577562]], ""type"": ""LineString""}","44.25712505, -76.4971998"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4974745, 44.2595609], [-76.4972275, 44.2595459], [-76.4969715, 44.259516], [-76.4967469, 44.2594704], [-76.4965261, 44.2594112], [-76.4963688, 44.2593632], [-76.4961496, 44.2592858], [-76.4959535, 44.259202], [-76.4957656, 44.259109], [-76.4955622, 44.2589889], [-76.4951463, 44.25872], [-76.4947754, 44.2584779], [-76.4944755, 44.2582924], [-76.4942146, 44.2581488], [-76.4939945, 44.258035], [-76.4937468, 44.2579124], [-76.4934908, 44.2577961], [-76.4932052, 44.2576755], [-76.4929029, 44.2575598], [-76.4926688, 44.2574764], [-76.4922182, 44.2573353], [-76.4920468, 44.2572859]], ""type"": ""LineString""}","44.25848395113522, -76.49474988198104"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4897658, 44.2486092], [-76.4910245, 44.2484556]], ""type"": ""LineString""}","44.2485324, -76.49039515"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4912475, 44.248431], [-76.4921538, 44.2483362], [-76.492467, 44.2483075], [-76.4926424, 44.2482969], [-76.492917, 44.248279], [-76.4931585, 44.2482615], [-76.4935931, 44.2482154], [-76.494562, 44.2481118]], ""type"": ""LineString""}","44.24827390839038, -76.49290498766466"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4909476, 44.2484023], [-76.4896225, 44.2485578]], ""type"": ""LineString""}","44.24848005, -76.49028505"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4856925, 44.2501972], [-76.4855023, 44.2513302]], ""type"": ""LineString""}","44.2507637, -76.48559739999999"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4830481, 44.255338], [-76.48303, 44.2554165], [-76.4830022, 44.2556289], [-76.4829892, 44.2559018], [-76.482982, 44.2564045], [-76.4829655, 44.2566739], [-76.4829317, 44.2569089], [-76.4829155, 44.2569901], [-76.4828619, 44.2571671]], ""type"": ""LineString""}","44.25625571348313, -76.48297398540304"
Bike Lane,,Constructed,,1.5,"{""coordinates"": [[-76.5842872, 44.2705671], [-76.5843189, 44.2708582], [-76.5843364, 44.2711395], [-76.5843525, 44.2714437], [-76.5843652, 44.2716922], [-76.5843659, 44.2719409]], ""type"": ""LineString""}","44.27125330854733, -76.58433861980694"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5886159, 44.2670401], [-76.5875634, 44.2668804]], ""type"": ""LineString""}","44.26696025, -76.58808965"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.587212, 44.2668295], [-76.586375, 44.2666954]], ""type"": ""LineString""}","44.26676245, -76.5867935"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5859438, 44.2666356], [-76.585684, 44.2665892], [-76.585414, 44.2665329], [-76.585213, 44.2665144], [-76.585011, 44.2665029], [-76.5848084, 44.2664985], [-76.5843293, 44.2665065]], ""type"": ""LineString""}","44.26653344095134, -76.58513979372405"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5782572, 44.2484628], [-76.5777365, 44.2486629], [-76.5772188, 44.248867], [-76.5767041, 44.249075], [-76.5749581, 44.2498156]], ""type"": ""LineString""}","44.2491272546794, -76.57660279569326"
Bike Lane,,Proposed,Cycling Lanes,,"{""coordinates"": [[-76.5204757, 44.220716], [-76.5201548, 44.2208884], [-76.5194195, 44.2212833], [-76.5189292, 44.2215365]], ""type"": ""LineString""}","44.2211289688579, -76.51970388219425"
Bike Lane,,Proposed,Cycling Lanes,,"{""coordinates"": [[-76.5132112, 44.2235423], [-76.5146877, 44.2230922], [-76.5148915, 44.2230191]], ""type"": ""LineString""}","44.223285069962024, -76.51405279884902"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.6099114, 44.2413417], [-76.6102821, 44.2411802], [-76.6108871, 44.2409115], [-76.6119837, 44.2403949], [-76.6130933, 44.2398704], [-76.615899, 44.2385487], [-76.6163487, 44.2383327], [-76.6186785, 44.2370825], [-76.62012, 44.2363046], [-76.6208842, 44.2358682], [-76.62149, 44.2354576], [-76.6224045, 44.2348253], [-76.6229887, 44.2343823], [-76.6234287, 44.2339681], [-76.6238794, 44.2334913], [-76.6241191, 44.2331692], [-76.6242795, 44.2329794], [-76.6245566, 44.2325139], [-76.6255167, 44.2309847], [-76.6271021, 44.2284073], [-76.6279894, 44.2270046], [-76.628454, 44.2261905], [-76.6287211, 44.2256674], [-76.6288555, 44.2253748]], ""type"": ""LineString""}","44.23467684963787, -76.62057670275034"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4021381, 44.294196], [-76.4007031, 44.2946443], [-76.4000968, 44.2948368], [-76.3998368, 44.2949324], [-76.3995824, 44.2950357], [-76.399334, 44.2951463], [-76.3977958, 44.2959004]], ""type"": ""LineString""}","44.29496752928253, -76.39993486329638"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.38858, 44.3000548], [-76.3880932, 44.3002286], [-76.3879054, 44.3002884], [-76.3877114, 44.3003368], [-76.3875126, 44.3003735], [-76.3873104, 44.3003982], [-76.3871062, 44.3004108], [-76.3857416, 44.3004757], [-76.3801016, 44.300737], [-76.3790257, 44.3007934], [-76.3778891, 44.3008726], [-76.3768654, 44.3009612], [-76.3760494, 44.30103], [-76.3748032, 44.3011415], [-76.3739433, 44.3012161], [-76.3733201, 44.3012683], [-76.372448, 44.3013491], [-76.371541, 44.3014261], [-76.3706447, 44.3015047], [-76.3698553, 44.3015773], [-76.3692147, 44.3016302], [-76.3675804, 44.3017749], [-76.3667206, 44.3018548], [-76.3656373, 44.3019476], [-76.3644174, 44.3020509], [-76.3633639, 44.3021439], [-76.362428, 44.3022259], [-76.3608768, 44.3023628], [-76.3586259, 44.302564], [-76.357249, 44.3026956], [-76.3545003, 44.3029417], [-76.3531428, 44.3030521], [-76.3515355, 44.3032007], [-76.3499239, 44.303337], [-76.3482677, 44.3034833], [-76.3471347, 44.3035874], [-76.3453475, 44.303749], [-76.3436211, 44.3039027], [-76.3424008, 44.3039921], [-76.3406962, 44.3041362], [-76.3380947, 44.3043897], [-76.3370118, 44.3044967], [-76.3355918, 44.3046038], [-76.3342204, 44.3046856], [-76.3329508, 44.3047528], [-76.331799, 44.3048092], [-76.330844, 44.3048508]], ""type"": ""LineString""}","44.302499351032765, -76.35972964024886"
Buffered Bike Lane,,Constructed,Development Charge Project,1.5,"{""coordinates"": [[-76.5408521, 44.2580172], [-76.5414051, 44.2576459], [-76.5419728, 44.257272]], ""type"": ""LineString""}","44.25764335629457, -76.54141162292763"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.4964757, 44.2348904], [-76.4973805, 44.2352607]], ""type"": ""LineString""}","44.23507555, -76.4969281"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.4930669, 44.2335212], [-76.4956352, 44.2345391]], ""type"": ""LineString""}","44.234030149999995, -76.49435105"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.6067956, 44.2635348], [-76.6065994, 44.2641087], [-76.6065411, 44.2643039], [-76.6064483, 44.2645161], [-76.6063287, 44.2647213], [-76.6061832, 44.2649179], [-76.6060132, 44.2651041], [-76.60582, 44.2652783], [-76.6056054, 44.265439], [-76.6035238, 44.266786], [-76.6033098, 44.2669075], [-76.6030824, 44.2670155], [-76.6028432, 44.2671093], [-76.602594, 44.2671883], [-76.6023366, 44.2672519], [-76.6020728, 44.2672995], [-76.6018045, 44.2673309], [-76.6015337, 44.2673458], [-76.6009956, 44.2673543]], ""type"": ""LineString""}","44.266014789607055, -76.60430307460864"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.6, 44.2673626], [-76.5954728, 44.267404], [-76.5954113, 44.2674052], [-76.5953498, 44.2674081], [-76.5952885, 44.2674125]], ""type"": ""LineString""}","44.267384235323924, -76.5976441375794"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5860274, 44.2667276], [-76.5858949, 44.2667095], [-76.5857482, 44.266693], [-76.5856003, 44.2666826], [-76.5854517, 44.2666782], [-76.5853121, 44.2666748], [-76.5851731, 44.2666653], [-76.5850352, 44.2666497], [-76.5848536, 44.2666303], [-76.5846705, 44.266619], [-76.5844867, 44.2666158], [-76.584376, 44.2666174]], ""type"": ""LineString""}","44.26666100070812, -76.58520241906024"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.569449, 44.2196004], [-76.5693427, 44.2186657]], ""type"": ""LineString""}","44.219133049999996, -76.56939585"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,,"{""coordinates"": [[-76.5461984, 44.2378621], [-76.5482643, 44.2376627]], ""type"": ""LineString""}","44.2377624, -76.54723135"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,,"{""coordinates"": [[-76.5391001, 44.2383538], [-76.5362112, 44.238617]], ""type"": ""LineString""}","44.2384854, -76.53765565"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5360197, 44.2379586], [-76.5360015, 44.2378942], [-76.5359738, 44.2378168], [-76.5357993, 44.2374563]], ""type"": ""LineString""}","44.23770458830238, -76.53591677488389"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5357993, 44.2374563], [-76.5355028, 44.2368696]], ""type"": ""LineString""}","44.23716295, -76.53565105"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5353927, 44.2366492], [-76.5351662, 44.2361851], [-76.5350585, 44.2359979], [-76.5348845, 44.2357958], [-76.5346215, 44.2355631], [-76.5336043, 44.2346916], [-76.533501, 44.2345993], [-76.53342, 44.2345199], [-76.5333464, 44.2344404], [-76.5332874, 44.2343594]], ""type"": ""LineString""}","44.23544454384864, -76.53441815075907"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5330341, 44.2333116], [-76.5330099, 44.2330535]], ""type"": ""LineString""}","44.233182549999995, -76.53302199999999"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5280008, 44.2299233], [-76.5262881, 44.2300586]], ""type"": ""LineString""}","44.22999095, -76.52714445000001"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.5165882, 44.2308736], [-76.5175208, 44.230753], [-76.5176527, 44.230742], [-76.5184934, 44.230686]], ""type"": ""LineString""}","44.23076506926967, -76.51753935704305"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5282697, 44.2299731], [-76.5292629, 44.2299004]], ""type"": ""LineString""}","44.22993675, -76.5287663"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.531075, 44.2298036], [-76.5312022, 44.229827], [-76.5313832, 44.2298707], [-76.5316144, 44.2299441], [-76.5317794, 44.2300079], [-76.5319802, 44.2301094], [-76.5321331, 44.230205], [-76.5322342, 44.2302841], [-76.5323527, 44.2303933], [-76.532449, 44.2305002], [-76.532529, 44.2306126], [-76.5325923, 44.2307199], [-76.5326512, 44.2308682], [-76.5326793, 44.2309602]], ""type"": ""LineString""}","44.23023300997452, -76.53199709239149"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5329051, 44.2331408], [-76.5329348, 44.2334127]], ""type"": ""LineString""}","44.23327675, -76.53291995000001"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5300969, 44.2561503], [-76.5300388, 44.2551736]], ""type"": ""LineString""}","44.255661950000004, -76.53006785"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5300388, 44.2551736], [-76.5299301, 44.2532998]], ""type"": ""LineString""}","44.2542367, -76.52998445"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5298716, 44.252376], [-76.5298195, 44.2514908]], ""type"": ""LineString""}","44.2519334, -76.52984555000002"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.529713, 44.2494218], [-76.5296702, 44.2487916]], ""type"": ""LineString""}","44.2491067, -76.5296916"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5296567, 44.2485803], [-76.5296325, 44.2483499], [-76.529585, 44.2475], [-76.5295391, 44.2469063]], ""type"": ""LineString""}","44.24774341844744, -76.52959712961695"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5295268, 44.2466606], [-76.5294541, 44.2455802], [-76.5293693, 44.2444166]], ""type"": ""LineString""}","44.24553849084945, -76.529449607446"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5286199, 44.2383796], [-76.5283473, 44.2375855]], ""type"": ""LineString""}","44.23798255, -76.52848359999999"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.6156503, 44.3166226], [-76.6154268, 44.3166744], [-76.6152962, 44.3167039], [-76.6151629, 44.3167262], [-76.6150277, 44.3167411], [-76.6033233, 44.3171566], [-76.598571, 44.317359], [-76.5874026, 44.3178268], [-76.5823764, 44.3179633]], ""type"": ""LineString""}","44.31734699523493, -76.59901914288145"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5252564, 44.2213434], [-76.5252117, 44.220882]], ""type"": ""LineString""}","44.221112700000006, -76.52523405"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5249945, 44.2206231], [-76.5250197, 44.2208286], [-76.5251044, 44.2212605]], ""type"": ""LineString""}","44.22094259252279, -76.52504447057305"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5251525, 44.2214299], [-76.5252411, 44.2223235]], ""type"": ""LineString""}","44.221876699999996, -76.5251968"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5252628, 44.2225299], [-76.525348, 44.2234435]], ""type"": ""LineString""}","44.22298670000001, -76.5253054"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.525685, 44.2266423], [-76.5257934, 44.2276046]], ""type"": ""LineString""}","44.22712345, -76.5257392"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4280311, 44.2425296], [-76.4277666, 44.2425983], [-76.4255813, 44.2431059]], ""type"": ""LineString""}","44.24282081185818, -76.42680695310574"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4234394, 44.2436086], [-76.4230828, 44.2437087], [-76.4228512, 44.2437802], [-76.4226854, 44.2438318], [-76.4224358, 44.2439226], [-76.4221026, 44.2440697], [-76.4207941, 44.2447129]], ""type"": ""LineString""}","44.24410940256412, -76.42209654823777"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4175829, 44.2463084], [-76.4161169, 44.2470455], [-76.4145121, 44.2478368], [-76.4135933, 44.2482869]], ""type"": ""LineString""}","44.247302173071716, -76.41559034628655"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4135933, 44.2482869], [-76.4120119, 44.2490779], [-76.4117005, 44.2492272]], ""type"": ""LineString""}","44.248759220191076, -76.41264796290793"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4030497, 44.2528736], [-76.4021474, 44.253254], [-76.4003466, 44.2540014], [-76.398944, 44.2545838], [-76.3961639, 44.2557371], [-76.3949971, 44.2562227], [-76.3930567, 44.2570306], [-76.3917186, 44.2575513]], ""type"": ""LineString""}","44.25522708837325, -76.39739006193103"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3917186, 44.2575513], [-76.3914255, 44.2576639], [-76.389769, 44.2582419], [-76.3886509, 44.2586236], [-76.388087, 44.2588256], [-76.3876959, 44.2589721], [-76.3873027, 44.2591334], [-76.3866456, 44.2594065], [-76.3860776, 44.2596509], [-76.3853752, 44.2599558], [-76.3849189, 44.260162], [-76.3844679, 44.2603755], [-76.3836129, 44.2608202]], ""type"": ""LineString""}","44.25908092277265, -76.38762198667978"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3836129, 44.2608202], [-76.3824472, 44.2614804]], ""type"": ""LineString""}","44.2611503, -76.38303005"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3824472, 44.2614804], [-76.3822178, 44.261612]], ""type"": ""LineString""}","44.2615462, -76.3823325"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.375326, 44.2654466], [-76.3731781, 44.2665473]], ""type"": ""LineString""}","44.26599695, -76.37425205"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3731781, 44.2665473], [-76.3724564, 44.2669355], [-76.3720695, 44.2671537], [-76.3716726, 44.2673812], [-76.3712376, 44.2676276], [-76.3709772, 44.2677743], [-76.3707697, 44.2678873], [-76.3705191, 44.2680173], [-76.3702961, 44.2681231], [-76.3700703, 44.2682197], [-76.3698774, 44.2682975], [-76.3694378, 44.2684537], [-76.3684311, 44.2687916], [-76.3678441, 44.2689993], [-76.3674682, 44.2691419], [-76.3672423, 44.2692348], [-76.3670878, 44.2693102]], ""type"": ""LineString""}","44.26803952501678, -76.37018337640532"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3615443, 44.2726004], [-76.3597601, 44.2735962], [-76.3587153, 44.2741775], [-76.3557455, 44.2758439], [-76.3551757, 44.2761397], [-76.3524641, 44.2774531], [-76.3500517, 44.2786304], [-76.3489842, 44.2791254], [-76.347716, 44.2796944], [-76.3451529, 44.2807943], [-76.3439272, 44.2813186], [-76.3432164, 44.281616], [-76.3410704, 44.2824678], [-76.3375781, 44.283849], [-76.3373674, 44.2839361], [-76.3371643, 44.2840232], [-76.3369995, 44.2840988], [-76.3368169, 44.2841837], [-76.3364369, 44.2843796], [-76.3359764, 44.2846391], [-76.3344428, 44.2855174]], ""type"": ""LineString""}","44.27927810586717, -76.34809589681217"
